,label id,issue label,dx,dy,lng,lat
85,201272,NoCurbRamp,238.65334695436374,-130.2326611469835,-122.3498458862,47.6848526001
86,6090,NoCurbRamp,227.7902303042769,16.271647892785506,-122.3499908447,47.6861686707
87,87993,NoCurbRamp,44.26073400728454,28.444946280607294,-122.3524398804,47.6862780253
88,6086,NoCurbRamp,46.166542762825486,16.271647892785506,-122.3524144491,47.6861686707
89,198608,NoCurbRamp,39.11505111683876,-66.53513644570351,-122.3525085449,47.6854248047
90,12209,NoCurbRamp,40.44911649620261,-132.35591345451405,-122.352490743,47.6848335266
91,213232,NoCurbRamp,23.86857358055784,177.9217974198787,-122.3527119954,47.6876207987
92,216199,NoCurbRamp,39.972666181636875,97.37981925326054,-122.3524971008,47.6868972778
93,6083,NoCurbRamp,31.11065134763739,30.07277119430335,-122.3526153564,47.6862926483
94,198602,NoCurbRamp,41.97376799665929,30.07277119430335,-122.3524703979,47.6862926483
95,198609,NoCurbRamp,39.68679449301585,-67.80908782990545,-122.3525009155,47.6854133606
96,87589,NoCurbRamp,32.25413060484349,-71.2062915224289,-122.3526000977,47.685382843
97,12194,NoCurbRamp,43.11724725493034,-57.19283742360954,-122.3524551392,47.685508728
98,215738,NoCurbRamp,51.26458661654874,-134.05451530117125,-122.3523464203,47.6848182678
99,12217,NoCurbRamp,39.87737312002552,-149.90811397804947,-122.3524983724,47.6846758525
100,201297,NoCurbRamp,-163.85370497561894,-132.35591345451405,-122.35521698,47.6848335266
101,12197,NoCurbRamp,49.12055270319243,-67.17211770387836,-122.3523750305,47.6854190826
102,12211,NoCurbRamp,38.1144964617535,-135.32846668537317,-122.3525218964,47.6848068237
103,12215,NoCurbRamp,48.26293763945926,-137.45171899290372,-122.3523864746,47.6847877502
104,195401,NoCurbRamp,-303.93072717924565,28.161849684074323,-122.3570861816,47.6862754822
105,192415,NoCurbRamp,-183.29296477214916,92.70867530868291,-122.3554763794,47.6868553162
106,213233,NoCurbRamp,25.39321758693137,192.07680538224741,-122.3526916504,47.6877479553
107,87987,NoCurbRamp,22.82037239573186,96.53051832993194,-122.3527259827,47.6868896484
108,6082,NoCurbRamp,29.204835098013287,28.161849684074323,-122.3526407878,47.6862754822
109,87968,NoCurbRamp,23.106244083287933,189.67045647818392,-122.352722168,47.6877263387
